"";"Kind_ID";"Schulbesuchsjahr";"Klassenstufe";"GB";"Alter";"Geschlecht";"SPF";"LRS";"B_2C";"B_2B";"B_1H";"B_1A";"B_1B";"B_1C";"B_1D";"B_1E";"B_1F";"B_1G";"B_1I";"B_1J";"B_2A";"B_2D";"B_2E";"B_2F";"B_2G";"B_2H";"B_2I";"B_2J";"B_3A";"B_3B";"B_3C";"B_3D";"B_3E";"B_3F";"B_3G";"B_3H";"B_3I";"B_3J";"P_1A";"P_3A";"P_4A";"P_5A";"P_6A";"P_2B";"P_4B";"P_5B";"P_1B";"P_3B";"P_6B";"P_4H";"P_3D";"P_2J";"P_2C";"P_6G";"P_4C";"P_1D";"P_5I";"P_3C";"P_4I";"P_1E";"P_4G";"P_1I";"P_3G";"P_5J";"P_2F";"P_4D";"P_1H";"P_4J";"P_6C";"P_3F";"P_4E";"P_6E";"P_2G";"S_I01";"S_I02";"S_I03";"S_I04";"S_I05";"S_I06";"S_I07";"S_I08";"S_I09";"S_I10";"S_I11";"S_I12";"S_I13";"S_I14";"S_I15";"S_I16";"S_I17";"S_I18";"S_I19";"S_I20";"S_I21";"S_I22";"S_I23";"S_I24";"S_I25";"S_I26";"S_I27";"S_I28";"S_I29";"S_I30";"S_I31";"S_I32";"S_I33";"S_I34";"S_I35";"W_I03";"W_I50";"W_I07";"W_I15";"W_I43";"W_I24";"W_I36";"W_I16";"W_I10";"W_I22";"W_I32";"W_I40";"W_I05";"W_I18";"W_I29";"W_I42";"W_I37";"W_I48";"W_I02";"W_I01";"W_I09";"W_I08";"W_I41";"W_I06";"W_I30";"W_I14";"W_I13";"W_I52";"W_I46";"W_I51";"W_I21";"W_I12";"W_I11";"W_I26";"W_I39";"W_I35";"W_I31";"W_I23";"W_I34";"W_I45";"W_I19";"W_I47";"W_I28";"W_I17";"W_I44";"W_I49";"W_I20";"W_I04";"W_I27";"W_I25";"W_I33";"W_I38";"Sum_1";"Sum_2";"Sum_3";"Sum_4";"Err_1";"Err_2";"Err_3";"Err_4";"All_1";"All_2";"All_3";"All_4"
"33";33150;4;"4";NA;9;"1";"0";"0";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17;50;26;22;3;2;4;1;20;52;30;23
"34";33164;4;"4";NA;NA;"0";"0";"0";1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;NA;NA;NA;1;0;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;28;44;24;23;4;8;6;12;32;52;30;35
"35";33166;4;"4";NA;NA;"0";"0";"0";1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;13;32;27;12;9;20;3;23;22;52;30;35
"36";33167;4;"4";NA;NA;"0";"0";"0";1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;26;49;26;18;9;3;4;17;35;52;30;35
"37";33169;4;"4";NA;NA;"1";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;1;1;1;7;30;27;7;9;22;3;28;16;52;30;35
"38";33183;4;"3";NA;9;"0";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;NA;NA;NA;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;21;45;30;14;11;7;0;6;32;52;30;20
"39";33185;3;"3";NA;8;"1";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;28;51;29;29;7;1;1;0;35;52;30;29
"40";33189;3;"3";NA;8;"0";"0";"0";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;30;44;29;13;5;8;1;2;35;52;30;15
"41";33184;3;"3";NA;8;"1";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;1;1;1;1;1;0;28;39;29;14;7;13;1;7;35;52;30;21
"42";33182;3;"3";NA;8;"0";"0";"0";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;25;44;26;6;10;8;4;3;35;52;30;9
"43";33186;4;"3";NA;10;"1";"1";"0";1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;NA;NA;NA;NA;NA;0;1;1;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;24;46;27;11;6;6;3;9;30;52;30;20
"44";33188;3;"3";NA;9;"1";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;33;50;30;34;2;2;0;1;35;52;30;35
"45";33197;4;"3";NA;9;"0";"1";"0";1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;NA;NA;NA;1;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;10;27;12;11;22;25;18;24;32;52;30;35
"46";33193;4;"3";NA;9;"0";"0";"0";1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;1;0;0;1;0;1;NA;1;1;1;NA;0;1;0;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;NA;NA;1;0;1;1;NA;1;1;1;NA;29;38;19;13;6;7;11;22;35;45;30;35
"47";33196;3;"3";NA;8;"0";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;0;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;24;47;29;19;11;5;1;5;35;52;30;24
"48";33198;3;"3";NA;8;"1";"0";"0";1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;1;1;1;0;1;1;1;27;44;26;15;8;7;4;20;35;51;30;35
"49";33199;4;"3";NA;9;"0";"0";"0";1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;20;49;27;17;7;3;3;2;27;52;30;19
"50";33201;3;"3";NA;8;"0";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;31;50;28;14;4;2;2;2;35;52;30;16
"51";33195;3;"3";NA;9;"0";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;NA;NA;NA;NA;NA;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;1;0;1;1;1;21;28;28;16;9;24;2;3;30;52;30;19
"52";33203;3;"3";NA;8;"0";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;27;51;30;34;8;1;0;1;35;52;30;35
"53";33209;3;"3";NA;8;"1";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;32;46;30;17;3;6;0;18;35;52;30;35
"54";33207;3;"3";NA;9;"1";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;34;45;27;18;1;7;3;17;35;52;30;35
"55";33205;3;"3";NA;9;"0";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;0;9;40;30;8;2;12;0;11;11;52;30;19
"56";33208;4;"3";NA;9;"0";"0";"0";1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;NA;1;0;NA;1;1;NA;NA;1;NA;1;NA;1;1;1;1;1;1;1;1;1;NA;NA;1;1;1;1;NA;0;NA;0;NA;NA;NA;NA;1;1;0;30;33;26;10;5;4;4;25;35;37;30;35
"57";33206;3;"3";NA;8;"0";"0";"0";1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;0;30;43;24;10;5;9;6;9;35;52;30;19
"58";33204;3;"3";NA;9;"0";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;1;0;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;1;0;1;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;13;39;28;5;6;13;2;5;19;52;30;10
"59";33191;3;"3";NA;8;"0";"0";"0";1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;NA;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;14;41;26;13;20;11;4;22;34;52;30;35
"60";33192;3;"3";NA;8;"0";"0";"0";1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;NA;1;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;29;39;20;29;6;13;10;5;35;52;30;34
"61";33200;3;"3";NA;9;"0";"0";"0";1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;33;49;27;21;2;3;3;2;35;52;30;23
"62";33190;3;"3";NA;9;"0";"0";"0";1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;32;43;26;13;3;9;4;1;35;52;30;14
"63";33187;3;"3";NA;9;"0";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18;50;29;17;17;2;1;5;35;52;30;22
"64";33450;3;"2";NA;8;"0";"0";"0";0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;1;NA;NA;NA;NA;NA;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;24;34;27;14;6;18;3;6;30;52;30;20
"65";33448;2;"2";NA;7;"0";"0";"1";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;32;51;28;14;3;1;2;4;35;52;30;18
"66";33447;2;"2";NA;7;"1";"1";"0";1;1;1;0;0;0;0;0;1;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;NA;NA;NA;NA;1;1;0;1;0;1;1;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;20;31;20;13;11;21;10;22;31;52;30;35
"67";33438;2;"2";NA;8;"0";"0";"0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;28;49;28;13;7;3;2;1;35;52;30;14
